Type,SKU item_sku,Title,Product Description,standard_price,img_src1,img_src2,img_src3
Pendants,MPD0165-YA-DCT,0.85Ct Ttw Beautiful Oval Shape Gemstone And Diamond Pendant In 10K Yellow Gold With 18'' Rope Chain,"This pendant is 0.85 total carat weight, Oval Shape Gemstone Pendant crafted in 10k yellow gold, expresses love and harmony in delicate diamond design. Centre Gemstone weighs 0.83 carat in total, Clarity of Gemstone is AA+. And 1 side Diamonds weighs 0.02 carats in total. Color of Diamond is I-K and Clarity I2-I3. There are total 2 stones in this pendant. This pendant comes with 18 inch rope chain in 10k yellow gold. Gemstone pendant with an antique design, A perfect gift for someone you love, ideal for daily wear. This Gemstone pendant comes in a beautiful gift box.",189,Fill in the URL form google drive > Images > nycjd_images > Pendants,http://i1180.photobucket.com/albums/x405/parijatjewels/PD-ON%20PENDANTS%20FROM%20PD0101/MPD0165/14.jpg,
Pendants,MPD0165-YA-DEM,0.85Ct Ttw Beautiful Oval Shape Gemstone And Diamond Pendant In 10K Yellow Gold With 18'' Rope Chain,"This pendant is 0.85 total carat weight, Oval Shape Gemstone Pendant crafted in 10k yellow gold, expresses love and harmony in delicate diamond design. Centre Gemstone weighs 0.83 carat in total, Clarity of Gemstone is AA+. And 1 side Diamonds weighs 0.02 carats in total. Color of Diamond is I-K and Clarity I2-I3. There are total 2 stones in this pendant. This pendant comes with 18 inch rope chain in 10k yellow gold. Gemstone pendant with an antique design, A perfect gift for someone you love, ideal for daily wear. This Gemstone pendant comes in a beautiful gift box.",249,Fill in the URL form google drive > Images > nycjd_images > Pendants,http://i1180.photobucket.com/albums/x405/parijatjewels/PD-ON%20PENDANTS%20FROM%20PD0101/MPD0165/7.jpg,
Pendants,MPD0165-YA-DGT,0.85Ct Ttw Beautiful Oval Shape Gemstone And Diamond Pendant In 10K Yellow Gold With 18'' Rope Chain,"This pendant is 0.85 total carat weight, Oval Shape Gemstone Pendant crafted in 10k yellow gold, expresses love and harmony in delicate diamond design. Centre Gemstone weighs 0.83 carat in total, Clarity of Gemstone is AA+. And 1 side Diamonds weighs 0.02 carats in total. Color of Diamond is I-K and Clarity I2-I3. There are total 2 stones in this pendant. This pendant comes with 18 inch rope chain in 10k yellow gold. Gemstone pendant with an antique design, A perfect gift for someone you love, ideal for daily wear. This Gemstone pendant comes in a beautiful gift box.",189,Fill in the URL form google drive > Images > nycjd_images > Pendants,http://i1180.photobucket.com/albums/x405/parijatjewels/PD-ON%20PENDANTS%20FROM%20PD0101/MPD0165/11.jpg,
Pendants,MPD0165-YA-DPD,0.85Ct Ttw Beautiful Oval Shape Gemstone And Diamond Pendant In 10K Yellow Gold With 18'' Rope Chain,"This pendant is 0.85 total carat weight, Oval Shape Gemstone Pendant crafted in 10k yellow gold, expresses love and harmony in delicate diamond design. Centre Gemstone weighs 0.83 carat in total, Clarity of Gemstone is AA+. And 1 side Diamonds weighs 0.02 carats in total. Color of Diamond is I-K and Clarity I2-I3. There are total 2 stones in this pendant. This pendant comes with 18 inch rope chain in 10k yellow gold. Gemstone pendant with an antique design, A perfect gift for someone you love, ideal for daily wear. This Gemstone pendant comes in a beautiful gift box.",189,Fill in the URL form google drive > Images > nycjd_images > Pendants,http://i1180.photobucket.com/albums/x405/parijatjewels/PD-ON%20PENDANTS%20FROM%20PD0101/MPD0165/19.jpg,
Pendants,MPD0165-YA-DPTO,0.85Ct Ttw Beautiful Oval Shape Gemstone And Diamond Pendant In 10K Yellow Gold With 18'' Rope Chain,"This pendant is 0.85 total carat weight, Oval Shape Gemstone Pendant crafted in 10k yellow gold, expresses love and harmony in delicate diamond design. Centre Gemstone weighs 0.83 carat in total, Clarity of Gemstone is AA+. And 1 side Diamonds weighs 0.02 carats in total. Color of Diamond is I-K and Clarity I2-I3. There are total 2 stones in this pendant. This pendant comes with 18 inch rope chain in 10k yellow gold. Gemstone pendant with an antique design, A perfect gift for someone you love, ideal for daily wear. This Gemstone pendant comes in a beautiful gift box.",189,Fill in the URL form google drive > Images > nycjd_images > Pendants,http://i1180.photobucket.com/albums/x405/parijatjewels/PD-ON%20PENDANTS%20FROM%20PD0101/MPD0165/15.jpg,
Pendants,MPD0165-YA-DRB,0.85Ct Ttw Beautiful Oval Shape Gemstone And Diamond Pendant In 10K Yellow Gold With 18'' Rope Chain,"This pendant is 0.85 total carat weight, Oval Shape Gemstone Pendant crafted in 10k yellow gold, expresses love and harmony in delicate diamond design. Centre Gemstone weighs 0.83 carat in total, Clarity of Gemstone is AA+. And 1 side Diamonds weighs 0.02 carats in total. Color of Diamond is I-K and Clarity I2-I3. There are total 2 stones in this pendant. This pendant comes with 18 inch rope chain in 10k yellow gold. Gemstone pendant with an antique design, A perfect gift for someone you love, ideal for daily wear. This Gemstone pendant comes in a beautiful gift box.",249,Fill in the URL form google drive > Images > nycjd_images > Pendants,http://i1180.photobucket.com/albums/x405/parijatjewels/PD-ON%20PENDANTS%20FROM%20PD0101/MPD0165/2.jpg,
Pendants,MPD0165-YA-DSP,0.85Ct Ttw Beautiful Oval Shape Gemstone And Diamond Pendant In 10K Yellow Gold With 18'' Rope Chain,"This pendant is 0.85 total carat weight, Oval Shape Gemstone Pendant crafted in 10k yellow gold, expresses love and harmony in delicate diamond design. Centre Gemstone weighs 0.83 carat in total, Clarity of Gemstone is AA+. And 1 side Diamonds weighs 0.02 carats in total. Color of Diamond is I-K and Clarity I2-I3. There are total 2 stones in this pendant. This pendant comes with 18 inch rope chain in 10k yellow gold. Gemstone pendant with an antique design, A perfect gift for someone you love, ideal for daily wear. This Gemstone pendant comes in a beautiful gift box.",249,Fill in the URL form google drive > Images > nycjd_images > Pendants,http://i1180.photobucket.com/albums/x405/parijatjewels/PD-ON%20PENDANTS%20FROM%20PD0101/MPD0165/6.jpg,
Pendants,MPD0165-YA-DTZ,0.85Ct Ttw Beautiful Oval Shape Gemstone And Diamond Pendant In 10K Yellow Gold With 18'' Rope Chain,"This pendant is 0.85 total carat weight, Oval Shape Gemstone Pendant crafted in 10k yellow gold, expresses love and harmony in delicate diamond design. Centre Gemstone weighs 0.83 carat in total, Clarity of Gemstone is AA+. And 1 side Diamonds weighs 0.02 carats in total. Color of Diamond is I-K and Clarity I2-I3. There are total 2 stones in this pendant. This pendant comes with 18 inch rope chain in 10k yellow gold. Gemstone pendant with an antique design, A perfect gift for someone you love, ideal for daily wear. This Gemstone pendant comes in a beautiful gift box.",249,Fill in the URL form google drive > Images > nycjd_images > Pendants,http://i1180.photobucket.com/albums/x405/parijatjewels/PD-ON%20PENDANTS%20FROM%20PD0101/MPD0165/3.jpg,
Pendants,MPD0166-WA-DAQ,0.45Ct Ttw Beautiful Oval Shape Gemstone And Diamond Pendant In 10K White Gold With 18'' Rope Chain,"This pendant is 0.45 total carat weight, Oval Shape Gemstone Pendant crafted in 10k white gold, expresses love and harmony in delicate diamond design. Centre Gemstone weighs 0.41 carat in total, Clarity of Gemstone is AA+. And 2 side Diamonds weighs 0.04 carats in total. Color of Diamond is I-K and Clarity I2-I3. There are total 3 stones in this pendant. This pendant comes with 18 inch rope chain in 10k white gold. Gemstone pendant with an antique design, A perfect gift for someone you love, ideal for daily wear. This Gemstone pendant comes in a beautiful gift box.",199,Fill in the URL form google drive > Images > nycjd_images > Pendants,http://i1180.photobucket.com/albums/x405/parijatjewels/PD-ON%20PENDANTS%20FROM%20PD0101/MPD0166/9.jpg,
Pendants,MPD0166-WA-DBT,0.45Ct Ttw Beautiful Oval Shape Gemstone And Diamond Pendant In 10K White Gold With 18'' Rope Chain,"This pendant is 0.45 total carat weight, Oval Shape Gemstone Pendant crafted in 10k white gold, expresses love and harmony in delicate diamond design. Centre Gemstone weighs 0.41 carat in total, Clarity of Gemstone is AA+. And 2 side Diamonds weighs 0.04 carats in total. Color of Diamond is I-K and Clarity I2-I3. There are total 3 stones in this pendant. This pendant comes with 18 inch rope chain in 10k white gold. Gemstone pendant with an antique design, A perfect gift for someone you love, ideal for daily wear. This Gemstone pendant comes in a beautiful gift box.",199,Fill in the URL form google drive > Images > nycjd_images > Pendants,http://i1180.photobucket.com/albums/x405/parijatjewels/PD-ON%20PENDANTS%20FROM%20PD0101/MPD0166/17.jpg,
Pendants,MPD0166-WA-DCT,0.45Ct Ttw Beautiful Oval Shape Gemstone And Diamond Pendant In 10K White Gold With 18'' Rope Chain,"This pendant is 0.45 total carat weight, Oval Shape Gemstone Pendant crafted in 10k white gold, expresses love and harmony in delicate diamond design. Centre Gemstone weighs 0.41 carat in total, Clarity of Gemstone is AA+. And 2 side Diamonds weighs 0.04 carats in total. Color of Diamond is I-K and Clarity I2-I3. There are total 3 stones in this pendant. This pendant comes with 18 inch rope chain in 10k white gold. Gemstone pendant with an antique design, A perfect gift for someone you love, ideal for daily wear. This Gemstone pendant comes in a beautiful gift box.",199,Fill in the URL form google drive > Images > nycjd_images > Pendants,http://i1180.photobucket.com/albums/x405/parijatjewels/PD-ON%20PENDANTS%20FROM%20PD0101/MPD0166/13.jpg,
Pendants,MPD0166-WA-DEM,0.45Ct Ttw Beautiful Oval Shape Gemstone And Diamond Pendant In 10K White Gold With 18'' Rope Chain,"This pendant is 0.45 total carat weight, Oval Shape Gemstone Pendant crafted in 10k white gold, expresses love and harmony in delicate diamond design. Centre Gemstone weighs 0.41 carat in total, Clarity of Gemstone is AA+. And 2 side Diamonds weighs 0.04 carats in total. Color of Diamond is I-K and Clarity I2-I3. There are total 3 stones in this pendant. This pendant comes with 18 inch rope chain in 10k white gold. Gemstone pendant with an antique design, A perfect gift for someone you love, ideal for daily wear. This Gemstone pendant comes in a beautiful gift box.",219,Fill in the URL form google drive > Images > nycjd_images > Pendants,http://i1180.photobucket.com/albums/x405/parijatjewels/PD-ON%20PENDANTS%20FROM%20PD0101/MPD0166/8.jpg,
Pendants,MPD0166-WA-DGT,0.45Ct Ttw Beautiful Oval Shape Gemstone And Diamond Pendant In 10K White Gold With 18'' Rope Chain,"This pendant is 0.45 total carat weight, Oval Shape Gemstone Pendant crafted in 10k white gold, expresses love and harmony in delicate diamond design. Centre Gemstone weighs 0.41 carat in total, Clarity of Gemstone is AA+. And 2 side Diamonds weighs 0.04 carats in total. Color of Diamond is I-K and Clarity I2-I3. There are total 3 stones in this pendant. This pendant comes with 18 inch rope chain in 10k white gold. Gemstone pendant with an antique design, A perfect gift for someone you love, ideal for daily wear. This Gemstone pendant comes in a beautiful gift box.",199,Fill in the URL form google drive > Images > nycjd_images > Pendants,http://i1180.photobucket.com/albums/x405/parijatjewels/PD-ON%20PENDANTS%20FROM%20PD0101/MPD0166/12.jpg,
Pendants,MPD0166-WA-DPD,0.45Ct Ttw Beautiful Oval Shape Gemstone And Diamond Pendant In 10K White Gold With 18'' Rope Chain,"This pendant is 0.45 total carat weight, Oval Shape Gemstone Pendant crafted in 10k white gold, expresses love and harmony in delicate diamond design. Centre Gemstone weighs 0.41 carat in total, Clarity of Gemstone is AA+. And 2 side Diamonds weighs 0.04 carats in total. Color of Diamond is I-K and Clarity I2-I3. There are total 3 stones in this pendant. This pendant comes with 18 inch rope chain in 10k white gold. Gemstone pendant with an antique design, A perfect gift for someone you love, ideal for daily wear. This Gemstone pendant comes in a beautiful gift box.",199,Fill in the URL form google drive > Images > nycjd_images > Pendants,http://i1180.photobucket.com/albums/x405/parijatjewels/PD-ON%20PENDANTS%20FROM%20PD0101/MPD0166/20.jpg,
Pendants,MPD0166-WA-DPTO,0.45Ct Ttw Beautiful Oval Shape Gemstone And Diamond Pendant In 10K White Gold With 18'' Rope Chain,"This pendant is 0.45 total carat weight, Oval Shape Gemstone Pendant crafted in 10k white gold, expresses love and harmony in delicate diamond design. Centre Gemstone weighs 0.41 carat in total, Clarity of Gemstone is AA+. And 2 side Diamonds weighs 0.04 carats in total. Color of Diamond is I-K and Clarity I2-I3. There are total 3 stones in this pendant. This pendant comes with 18 inch rope chain in 10k white gold. Gemstone pendant with an antique design, A perfect gift for someone you love, ideal for daily wear. This Gemstone pendant comes in a beautiful gift box.",199,Fill in the URL form google drive > Images > nycjd_images > Pendants,http://i1180.photobucket.com/albums/x405/parijatjewels/PD-ON%20PENDANTS%20FROM%20PD0101/MPD0166/16.jpg,
Pendants,MPD0166-WA-DRB,0.45Ct Ttw Beautiful Oval Shape Gemstone And Diamond Pendant In 10K White Gold With 18'' Rope Chain,"This pendant is 0.45 total carat weight, Oval Shape Gemstone Pendant crafted in 10k white gold, expresses love and harmony in delicate diamond design. Centre Gemstone weighs 0.41 carat in total, Clarity of Gemstone is AA+. And 2 side Diamonds weighs 0.04 carats in total. Color of Diamond is I-K and Clarity I2-I3. There are total 3 stones in this pendant. This pendant comes with 18 inch rope chain in 10k white gold. Gemstone pendant with an antique design, A perfect gift for someone you love, ideal for daily wear. This Gemstone pendant comes in a beautiful gift box.",219,Fill in the URL form google drive > Images > nycjd_images > Pendants,http://i1180.photobucket.com/albums/x405/parijatjewels/PD-ON%20PENDANTS%20FROM%20PD0101/MPD0166/1.jpg,
Pendants,MPD0166-WA-DSP,0.45Ct Ttw Beautiful Oval Shape Gemstone And Diamond Pendant In 10K White Gold With 18'' Rope Chain,"This pendant is 0.45 total carat weight, Oval Shape Gemstone Pendant crafted in 10k white gold, expresses love and harmony in delicate diamond design. Centre Gemstone weighs 0.41 carat in total, Clarity of Gemstone is AA+. And 2 side Diamonds weighs 0.04 carats in total. Color of Diamond is I-K and Clarity I2-I3. There are total 3 stones in this pendant. This pendant comes with 18 inch rope chain in 10k white gold. Gemstone pendant with an antique design, A perfect gift for someone you love, ideal for daily wear. This Gemstone pendant comes in a beautiful gift box.",219,Fill in the URL form google drive > Images > nycjd_images > Pendants,http://i1180.photobucket.com/albums/x405/parijatjewels/PD-ON%20PENDANTS%20FROM%20PD0101/MPD0166/5.jpg,
